label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
Livingstone Motor Assemblers,defunct,,1995,,,automobile manufacturer,,Q61667403,http://www.wikidata.org/entity/Q61667403,,,,,
Locost,unknown,,,,,automobile manufacturer,,Q1573217,http://www.wikidata.org/entity/Q1573217,,,,,
Loheac,unknown,,,,,automobile manufacturer,,Q2789217,http://www.wikidata.org/entity/Q2789217,,,,,
Lomax,unknown,,,,United Kingdom,automobile manufacturer,,Q493843,http://www.wikidata.org/entity/Q493843,,,,,
"Loncin Holdings, Ltd",unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q6669689,http://www.wikidata.org/entity/Q6669689,http://www.loncin.com,,,,
Lost Cause Motors,unknown,,,,,automobile manufacturer,,Q1562358,http://www.wikidata.org/entity/Q1562358,,,,,
lota Racing Cars,unknown,,,,,automobile manufacturer,,Q1672135,http://www.wikidata.org/entity/Q1672135,,,,,
Luc Court,unknown,,,,,automobile manufacturer,,Q367527,http://www.wikidata.org/entity/Q367527,,Emblem Luc Court.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Luc_Court.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Luc_Court.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Luc_Court.JPG?width=128
Luchjenbroers,unknown,,,,Netherlands,automobile manufacturer,,Q240910,http://www.wikidata.org/entity/Q240910,,,,,
Luego vehicles,unknown,,,,,automobile manufacturer,,Q22671799,http://www.wikidata.org/entity/Q22671799,,,,,
Lunant,defunct,,1914,,,automobile manufacturer,,Q1468866,http://www.wikidata.org/entity/Q1468866,,,,,
Lyons Motor Car,unknown,,,,,automobile manufacturer,,Q25103608,http://www.wikidata.org/entity/Q25103608,,,,,
Mabon,unknown,,,,United Kingdom,automobile manufacturer,,Q1933227,http://www.wikidata.org/entity/Q1933227,,,,,
Mako Shark,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q3398017,http://www.wikidata.org/entity/Q3398017,,,,,
Malcolm Jones,unknown,,,,,automobile manufacturer,,Q1688877,http://www.wikidata.org/entity/Q1688877,,,,,
Manderbach Fahrzeugbau,unknown,,,,,automobile manufacturer,,Q1888970,http://www.wikidata.org/entity/Q1888970,,,,,
Mania Spyder,unknown,,,,,automobile manufacturer,,Q6749433,http://www.wikidata.org/entity/Q6749433,,,,,
Mann,unknown,,,,United Kingdom,automobile manufacturer,,Q2552697,http://www.wikidata.org/entity/Q2552697,,,,,
Marchese,unknown,,,,United States,automobile manufacturer,,Q4354523,http://www.wikidata.org/entity/Q4354523,,,,,
Margaria,unknown,,,,,automobile manufacturer,,Q6760115,http://www.wikidata.org/entity/Q6760115,,,,,
Marlei,unknown,,,,,automobile manufacturer,,Q1902001,http://www.wikidata.org/entity/Q1902001,,,,,
Marlip Indo Mandiri,unknown,,,,,automobile manufacturer,,Q22671821,http://www.wikidata.org/entity/Q22671821,,,,,
Marloe,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1907967,http://www.wikidata.org/entity/Q1907967,,,,,
Marman Twin,unknown,,,,United States,automobile manufacturer;motorcycle manufacturer,,Q3289758,http://www.wikidata.org/entity/Q3289758,,,,,
Marr,unknown,,,,United States,automobile manufacturer,,Q1902459,http://www.wikidata.org/entity/Q1902459,,,,,
Marriott Cycle Company,unknown,,,,United Kingdom,automobile manufacturer,,Q16854618,http://www.wikidata.org/entity/Q16854618,,,,,
Martin-JAP,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1930438,http://www.wikidata.org/entity/Q1930438,,,,,
Martinshaw,unknown,,,,United Kingdom,automobile manufacturer,,Q1933363,http://www.wikidata.org/entity/Q1933363,,,,,
Mascot 100 vehicles,unknown,,,,,automobile manufacturer,,Q1906949,http://www.wikidata.org/entity/Q1906949,,,,,
Mastraggelis,unknown,,,,,automobile manufacturer,,Q39090980,http://www.wikidata.org/entity/Q39090980,,,,,
Matchless G50,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q6695145,http://www.wikidata.org/entity/Q6695145,,,,,
Mathieu vehicles,unknown,,,,,automobile manufacturer,,Q2502552,http://www.wikidata.org/entity/Q2502552,,,,,
MBM vehicles,unknown,,,,,automobile manufacturer,,Q1881231,http://www.wikidata.org/entity/Q1881231,,,,,
MCA,unknown,,,,United Kingdom,automobile manufacturer,,Q22671828,http://www.wikidata.org/entity/Q22671828,,,,,
McCoy vehicles,unknown,,,,,automobile manufacturer,,Q22671829,http://www.wikidata.org/entity/Q22671829,,,,,
McCurd,unknown,,,,,automobile manufacturer,,Q1915074,http://www.wikidata.org/entity/Q1915074,,,,,
McLachlan Engine Company,unknown,,,,United Kingdom,automobile manufacturer,,Q16854659,http://www.wikidata.org/entity/Q16854659,,,,,
Meadows Frisky,unknown,,,,,automobile manufacturer,,Q1465097,http://www.wikidata.org/entity/Q1465097,,FriskyLogo.svg,https://commons.wikimedia.org/wiki/File:FriskyLogo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/FriskyLogo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/FriskyLogo.svg?width=128
Mecca vehicles,unknown,,,,,automobile manufacturer,,Q1363490,http://www.wikidata.org/entity/Q1363490,,,,,
Mega Machines,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q2805373,http://www.wikidata.org/entity/Q2805373,,,,,
Menon Veículos,unknown,,,,Brazil,automobile manufacturer,,Q27889545,http://www.wikidata.org/entity/Q27889545,,,,,
Mercedes-Benz do Brasil,unknown,,,,Brazil,automobile manufacturer,Mercedes-Benz Brazil;Mercedes-Benz of Brazil,Q23041421,http://www.wikidata.org/entity/Q23041421,https://www2.mercedes-benz.com.br/,,,,
Mercury,unknown,,,,United States,automobile manufacturer,,Q767318,http://www.wikidata.org/entity/Q767318,,,,,
Merkel Motor Company,unknown,,,,,automobile manufacturer,,Q16854677,http://www.wikidata.org/entity/Q16854677,,,,,
Merz vehicles,unknown,,,,,automobile manufacturer,,Q1922222,http://www.wikidata.org/entity/Q1922222,,,,,
Meyra,unknown,,,,,automobile manufacturer,,Q1926379,http://www.wikidata.org/entity/Q1926379,,Meyra.png,https://commons.wikimedia.org/wiki/File:Meyra.png,https://commons.wikimedia.org/wiki/Special:FilePath/Meyra.png,https://commons.wikimedia.org/wiki/Special:FilePath/Meyra.png?width=128
MFE,unknown,,,,United Kingdom,automobile manufacturer,,Q22671839,http://www.wikidata.org/entity/Q22671839,,,,,
Michaelson,unknown,,,,United States,automobile manufacturer;motorcycle manufacturer,,Q2717944,http://www.wikidata.org/entity/Q2717944,,,,,
Midas Cars,unknown,,,,United Kingdom,automobile manufacturer,,Q1931783,http://www.wikidata.org/entity/Q1931783,http://www.midascars.co.uk/,,,,
Million & Guiet Coachwork,defunct,,1943,,France,automobile manufacturer,,Q107355119,http://www.wikidata.org/entity/Q107355119,,,,,
Minari Engineering,unknown,,,,,automobile manufacturer,,Q22671851,http://www.wikidata.org/entity/Q22671851,,,,,
Minion,unknown,,,,United Kingdom,automobile manufacturer,,Q22671853,http://www.wikidata.org/entity/Q22671853,,,,,
Minneapolis,unknown,,,,United States,motorcycle manufacturer;automobile manufacturer,,Q2046232,http://www.wikidata.org/entity/Q2046232,,,,,
Minotaur,unknown,,,,United Kingdom,automobile manufacturer,,Q22671854,http://www.wikidata.org/entity/Q22671854,,,,,
Mistral,unknown,,,,,automobile manufacturer,Ford Mistral,Q22671858,http://www.wikidata.org/entity/Q22671858,,,,,
MK Sportscars,unknown,,,,United Kingdom,automobile manufacturer,,Q1881582,http://www.wikidata.org/entity/Q1881582,,,,,
Mohs,unknown,,,,,automobile manufacturer,,Q1697950,http://www.wikidata.org/entity/Q1697950,,,,,
Moko,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q4282507,http://www.wikidata.org/entity/Q4282507,,,,,
Monkspath Garage,unknown,,,,United Kingdom,automobile manufacturer,,Q22671860,http://www.wikidata.org/entity/Q22671860,,,,,
Monroe,unknown,,,,United States,automobile manufacturer,,Q6902113,http://www.wikidata.org/entity/Q6902113,,,,,
Moonbeam,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1874320,http://www.wikidata.org/entity/Q1874320,,,,,
Moskvitch,unknown,,,,,automobile manufacturer,,Q203342,http://www.wikidata.org/entity/Q203342,,,,,
Moss vehicles,unknown,,,,,automobile manufacturer,,Q22671864,http://www.wikidata.org/entity/Q22671864,,,,,
Moto Rêve motorcycles,unknown,,,,Switzerland,automobile manufacturer;motorcycle manufacturer,,Q2803024,http://www.wikidata.org/entity/Q2803024,,,,,
Motor Bob,unknown,,,,,automobile manufacturer,,Q1949779,http://www.wikidata.org/entity/Q1949779,,,,,
Motor Traction,unknown,,,,,automobile manufacturer,,Q56867416,http://www.wikidata.org/entity/Q56867416,,,,,
Motorette Corporation,unknown,,,,,automobile manufacturer,,Q1769762,http://www.wikidata.org/entity/Q1769762,,,,,
Moveo,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1840810,http://www.wikidata.org/entity/Q1840810,,,,,
Murad (car),unknown,,,,,automobile manufacturer,,Q1953472,http://www.wikidata.org/entity/Q1953472,,,,,
Mytholm,unknown,,,,United Kingdom,automobile manufacturer,,Q1956956,http://www.wikidata.org/entity/Q1956956,,,,,
N100 Plan,unknown,,,,,automobile manufacturer;motorcycle manufacturer,,Q6951893,http://www.wikidata.org/entity/Q6951893,,,,,
Nadig vehicles,unknown,,,,,automobile manufacturer,,Q58422832,http://www.wikidata.org/entity/Q58422832,,,,,
Naptholette,unknown,,,,,automobile manufacturer,,Q6965143,http://www.wikidata.org/entity/Q6965143,,,,,
NEMA-Werke,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q1816816,http://www.wikidata.org/entity/Q1816816,,,,,
New Ryder,unknown,,,,United Kingdom,motorcycle manufacturer,,Q1937745,http://www.wikidata.org/entity/Q1937745,,,,,
Newton-Bennett,unknown,,,,,automobile manufacturer,Newton Bennett,Q1983768,http://www.wikidata.org/entity/Q1983768,,,,,
NG vehicles,unknown,,,,United Kingdom,automobile manufacturer,,Q22671881,http://www.wikidata.org/entity/Q22671881,,,,,
Nickson,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1824898,http://www.wikidata.org/entity/Q1824898,,,,,
Nimrod,unknown,,,,United Kingdom,automobile manufacturer,,Q22671885,http://www.wikidata.org/entity/Q22671885,,,,,
Norden vehicles,unknown,,,,,automobile manufacturer,,Q1997854,http://www.wikidata.org/entity/Q1997854,,,,,
Norfolk,unknown,,,,,automobile manufacturer,,Q1998994,http://www.wikidata.org/entity/Q1998994,,,,,
Norsk,unknown,,,,,automobile manufacturer,,Q1432985,http://www.wikidata.org/entity/Q1432985,,,,,
Norsk Geijer,unknown,,,,Norway,automobile manufacturer,,Q2000236,http://www.wikidata.org/entity/Q2000236,,,,,
Northern,unknown,,,,,automobile manufacturer,,Q2000954,http://www.wikidata.org/entity/Q2000954,,,,,
Norton Manx,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1536810,http://www.wikidata.org/entity/Q1536810,,,,,
Nova,unknown,,,,Hungary,automobile manufacturer;motorcycle manufacturer,,Q2923665,http://www.wikidata.org/entity/Q2923665,,,,,
Nu-Klea Starlite,unknown,,,,United States,automobile manufacturer,,Q1966872,http://www.wikidata.org/entity/Q1966872,,,,,
Ockelbo,unknown,,,,,automobile manufacturer,,Q14515910,http://www.wikidata.org/entity/Q14515910,,,,,
Ofeldt vehicles,unknown,,,,,automobile manufacturer,,Q58811541,http://www.wikidata.org/entity/Q58811541,,,,,
Officine Meccaniche Torinesi vehicles,unknown,,,,,automobile manufacturer,,Q2015835,http://www.wikidata.org/entity/Q2015835,,,,,
Offord & Sons coachwork,unknown,,,,,automobile manufacturer,,Q16269013,http://www.wikidata.org/entity/Q16269013,,,,,
Ogren,unknown,,,,United States,automobile manufacturer,,Q7080237,http://www.wikidata.org/entity/Q7080237,,,,,
Omega,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1864577,http://www.wikidata.org/entity/Q1864577,,,,,
Omikron automobiles,unknown,,,,Germany,automobile manufacturer,,Q1668602,http://www.wikidata.org/entity/Q1668602,,,,,
Opperman,unknown,,,,United Kingdom,automobile manufacturer,,Q2027114,http://www.wikidata.org/entity/Q2027114,,,,,
Ormonde,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1809136,http://www.wikidata.org/entity/Q1809136,,,,,
OScar,unknown,,,,Denmark,automobile manufacturer,,Q110339243,http://www.wikidata.org/entity/Q110339243,,,,,
Osella,unknown,,,,Italy,automobile manufacturer,Osella F1 team;Osella Formula One team;Osella Squadra Corse,Q171506,http://www.wikidata.org/entity/Q171506,https://www.osella.it/,Osella.svg,https://commons.wikimedia.org/wiki/File:Osella.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Osella.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Osella.svg?width=128
Ottin coachwork,unknown,,,,France,automobile manufacturer,,Q115715564,http://www.wikidata.org/entity/Q115715564,,,,,
Owen Motor Car Company,unknown,,,,United States,automobile manufacturer,,Q16918860,http://www.wikidata.org/entity/Q16918860,,,,,
P. Scheurer & Co,unknown,,,,Germany,automobile manufacturer,,Q109940601,http://www.wikidata.org/entity/Q109940601,,,,,
P. W. Jenkins,unknown,,,,United Kingdom,automobile manufacturer,,Q16855517,http://www.wikidata.org/entity/Q16855517,,,,,
Pak-Age-Car,unknown,,,,,automobile manufacturer,,Q85791818,http://www.wikidata.org/entity/Q85791818,,,,,
Palmer-Singer vehicles,unknown,,,,,automobile manufacturer,,Q64016141,http://www.wikidata.org/entity/Q64016141,,,,,
Pantelemidis,unknown,,,,,automobile manufacturer,,Q7131683,http://www.wikidata.org/entity/Q7131683,,,,,
Panther motorcycle,unknown,,,,United States,motorcycle manufacturer;automobile manufacturer,,Q7131817,http://www.wikidata.org/entity/Q7131817,,,,,
Parabug vehicles,unknown,,,,,automobile manufacturer,,Q22671886,http://www.wikidata.org/entity/Q22671886,,,,,
Paragon,unknown,,,,,automobile manufacturer,,Q1302372,http://www.wikidata.org/entity/Q1302372,,,,,
Paragon (automobile),unknown,,,,United States,automobile manufacturer,,Q16908851,http://www.wikidata.org/entity/Q16908851,,,,,
Park Ward,unknown,,,,United Kingdom,automobile manufacturer,,Q2052588,http://www.wikidata.org/entity/Q2052588,,,,,
Parry Auto Company,unknown,,,,United States,automobile manufacturer,,Q7139870,http://www.wikidata.org/entity/Q7139870,,,,,
Pathfinder Company,unknown,,,,United States,automobile manufacturer,Motor Car Manufacturing Company;Parry Auto Company,Q132543227,http://www.wikidata.org/entity/Q132543227,,,,,
Patriarca vehicles,unknown,,,,,automobile manufacturer,,Q2057015,http://www.wikidata.org/entity/Q2057015,,,,,
Pawi,unknown,,,,Germany,automobile manufacturer;motorcycle manufacturer,,Q823864,http://www.wikidata.org/entity/Q823864,,,,,
Paydell Engineering,unknown,,,,,automobile manufacturer,,Q2065322,http://www.wikidata.org/entity/Q2065322,,,,,
Paymaster Truck,unknown,,,,United States,automobile manufacturer,,Q1921051,http://www.wikidata.org/entity/Q1921051,http://web.archive.org/web/20090201132557/http://www.paymastertruck.com/,,,,
Payze,unknown,,,,United Kingdom,automobile manufacturer,,Q7156949,http://www.wikidata.org/entity/Q7156949,,,,,
PCS vehicles,unknown,,,,,automobile manufacturer,,Q2043881,http://www.wikidata.org/entity/Q2043881,,,,,
Pelland Engineering,unknown,,,,,automobile manufacturer,,Q2068081,http://www.wikidata.org/entity/Q2068081,,,,,
Pellandini Cars,unknown,,,,,automobile manufacturer,,Q2068092,http://www.wikidata.org/entity/Q2068092,,,,,
Pennington,unknown,,,,,automobile manufacturer,,Q59550307,http://www.wikidata.org/entity/Q59550307,,,,,
Peters,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1865982,http://www.wikidata.org/entity/Q1865982,,,,,
Petty,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1862486,http://www.wikidata.org/entity/Q1862486,,,,,
Peugout Automobile Company,unknown,,,,Nigeria,automobile manufacturer,,Q131342889,http://www.wikidata.org/entity/Q131342889,,,,,
Phelps Motor Vehicle,unknown,,,,United States,automobile manufacturer,,Q7181275,http://www.wikidata.org/entity/Q7181275,,1904 sketch of the Phelps 20hp from the 4th New York Auto Show.jpg,https://commons.wikimedia.org/wiki/File:1904_sketch_of_the_Phelps_20hp_from_the_4th_New_York_Auto_Show.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1904_sketch_of_the_Phelps_20hp_from_the_4th_New_York_Auto_Show.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1904_sketch_of_the_Phelps_20hp_from_the_4th_New_York_Auto_Show.jpg?width=128
Phianna,unknown,,,,United States,automobile manufacturer,,Q25351685,http://www.wikidata.org/entity/Q25351685,,,,,
Phizackerley,unknown,,,,Australia,automobile manufacturer,,Q22671914,http://www.wikidata.org/entity/Q22671914,,,,,
Phoenix,unknown,,,,,automobile manufacturer,,Q2088475,http://www.wikidata.org/entity/Q2088475,,,,,
Phoenix,unknown,,,,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1853601,http://www.wikidata.org/entity/Q1853601,,,,,
Piggins,unknown,,,,United States,automobile manufacturer,,Q7193369,http://www.wikidata.org/entity/Q7193369,,,,,
Pilgrim,unknown,,,,United States,automobile manufacturer,,Q16923884,http://www.wikidata.org/entity/Q16923884,,,,,
Pilot,unknown,,,,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1912658,http://www.wikidata.org/entity/Q1912658,,,,,
Pilot Motor Car Company,unknown,,,,,automobile manufacturer,Pilot Motor Car Company;Pilot,Q60036152,http://www.wikidata.org/entity/Q60036152,,1920 Pilot Radiator Emblem.jpg,https://commons.wikimedia.org/wiki/File:1920_Pilot_Radiator_Emblem.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1920_Pilot_Radiator_Emblem.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1920_Pilot_Radiator_Emblem.jpg?width=128
Pingo,unknown,,,,Uruguay,automobile manufacturer,,Q27889634,http://www.wikidata.org/entity/Q27889634,,,,,
Pittsburgh Motor Vehicle Company,unknown,,,,,automobile manufacturer,,Q60036155,http://www.wikidata.org/entity/Q60036155,,,,,
Plage i Laśkiewicz,unknown,,,,,automobile manufacturer,,Q7200443,http://www.wikidata.org/entity/Q7200443,,Plage i Lakiewicz logo 1930-1935.png,https://commons.wikimedia.org/wiki/File:Plage_i_Lakiewicz_logo_1930-1935.png,https://commons.wikimedia.org/wiki/Special:FilePath/Plage_i_Lakiewicz_logo_1930-1935.png,https://commons.wikimedia.org/wiki/Special:FilePath/Plage_i_Lakiewicz_logo_1930-1935.png?width=128
Poinard,unknown,,,,France,automobile manufacturer,,Q2100676,http://www.wikidata.org/entity/Q2100676,,,,,
Pope-Toledo,unknown,,,,,automobile manufacturer,,Q174465,http://www.wikidata.org/entity/Q174465,,Pope-toledo 1906 logo.jpg,https://commons.wikimedia.org/wiki/File:Pope-toledo_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pope-toledo_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pope-toledo_1906_logo.jpg?width=128
Pope-Tribune,unknown,,,,,automobile manufacturer,,Q2104083,http://www.wikidata.org/entity/Q2104083,,,,,
